[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[1.6759374775644114e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0000000023186173];./data/train/73/81_20180228_130130_11071_0_73.png
[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0];[5.4497742012250075e-18, 7.888265769270795e-22, 0.0, 0.0, 0.0, 0.0, 0.999999994542231];./data/train/73/H811591331_18333_0_73.png
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0];[0.0, 0.0, 0.9999999968398214, 0.0, 0.0, 0.0, 6.105719402752296e-17];./data/train/62/81_20180315_195722_1817_0_62.png
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0];[0.982567002612653, 0.0, 0.0, 1.8191231377133483e-21, 0.017432988995131238, 0.0, 4.0023977147960516e-21];./data/train/63/F811327479_12796_0_63.png
[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0];[6.52185214662214e-21, 0.0, 0.0, 0.0, 0.0, 4.006671063967678e-19, 0.9999999929045861];./data/train/73/E811294616_2496_0_73.png
[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0];[8.297697504434465e-14, 0.9999999989610201, 0.0, 2.931562408652728e-20, 0.0, 4.19068800848307e-20, 0.0];./data/train/61/H811278542_16588_1_61.png
[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0];[1.9752740883061563e-14, 1.386834566308719e-20, 0.0, 2.3495669782016804e-12, 4.629320915989662e-10, 0.0, 0.9999999939465186];./data/train/61/E811155017_14157_0_61.png
[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0];[0.0, 1.0000000026555464, 0.0, 1.7247283840706636e-16, 0.0, 0.0, 3.8023786122365037e-20];./data/train/61/81_20180302_202648_11804_1_61.png
[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0];[0.0, 0.999999998796117, 4.4112030595862296e-17, 0.0, 0.0, 1.3281741000653367e-21, 1.3758011376547492e-22];./data/train/62/C811360257_14014_3_62.png
[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[1.1292750605598854e-22, 0.0, 1.0000000014381007, 0.0, 0.0, 0.0, 0.0];./data/train/62/81_20171226_060516_10341_0_62.png
[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0];[7.777048255715738e-06, 0.9999922219124264, 0.0, 0.0, 1.6020807033372715e-21, 2.205551200428921e-23, 0.0];./data/train/71/D811279337_14107_2_71.png
[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0];[0.0, 0.0, 0.0, 2.873296008358002e-08, 0.0, 0.0, 0.9999999835132021];./data/train/63/C811451303_6661_1_63.png
